Id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,msd_track_id
6683,42.32,4.158,3.476,3.111,2.623,2.472,2.362,1.833,1.889,2.387,1.948,1.59,1.606,-113.8,7.17,1.825,5.349,0.06316,-0.03185,-2.264,1.722,-1.561,0.2252,-0.8013,0.456,-1.159,TRGDVXR128F4275A16
6684,42.16,5.462,6.471,3.856,3.533,2.415,2.752,2.085,1.931,2.199,1.688,1.879,2.036,-143.8,19.77,-0.008275,3.908,-1.56,1.395,-0.7113,-0.5757,-0.4298,-1.57,0.72,0.403,-0.9722,TRCZOVN128F427B069
6685,63.23,6.36,4.66,4.337,3.131,2.537,2.346,2.288,2.107,1.887,1.886,1.726,1.705,-112.1,8.458,5.013,2.427,-0.297,0.7385,-0.02613,-0.2636,0.483,0.5227,-0.9868,0.1266,0.3393,TROQUXP12903CC4E5E
6686,45.92,5.461,4.283,4.341,3.235,2.613,2.37,1.871,2.052,2.238,1.936,1.634,1.531,-135.9,18.12,2.312,3.473,-0.6684,-1.362,-0.3846,-1.337,-1.993,1.179,-2.034,0.5483,-2.055,TRQINPG128F427CC0A
6687,35.88,5.417,5.347,3.737,3.041,2.953,2.318,1.925,2.123,2.027,2.23,1.935,1.794,-91.41,2.435,2.286,3.018,1.645,0.4449,1.531,3.029,-1.089,1.701,-0.2631,-0.01225,-1.146,TRIGAPX128F4225FE3
6688,42.74,6.739,4.846,3.589,2.738,2.321,2.192,2.071,1.879,1.92,2.064,1.865,1.736,-111.5,12.93,1.535,2.475,-2.18,2.583,-0.5032,2.032,-0.6798,0.7659,-1.293,1.138,-0.3646,TRNHKLX128F427CA2A
6689,50.15,3.369,3.308,2.852,2.182,2.267,2.446,1.755,1.798,1.626,1.589,1.386,1.19,-84.36,2.656,-1.277,2.695,2.249,1.128,1.113,2.171,-0.1221,0.5698,0.1588,-0.3103,-0.2164,TRQBPDK128F9336E61
6690,37.58,4.297,3.186,2.863,2.76,2.003,2.025,1.99,1.942,1.666,2.145,1.628,1.645,-94.61,5.247,-3.375,5.904,-1.27,0.9285,-1.997,0.6343,-0.9028,1.465,-0.6698,-0.3348,-0.7145,TRGXODL128F4263C88
6691,50.16,6.714,5.363,4.306,3.555,3.637,2.631,2.044,2.218,1.965,1.803,1.608,1.486,-127.7,9.13,4.758,5.13,0.9963,0.6072,-0.7741,1.106,-1.527,2.063,-0.8726,0.9252,-0.7404,TRSYGFW128F422EA6E
6692,46.55,6.232,5.817,2.929,2.593,2.636,2.297,1.692,1.756,2.013,1.623,1.855,1.458,-142.7,15.87,-1.927,5.855,-0.8292,1.194,-1.086,-0.02919,-1.788,-0.1478,-1.244,-0.6075,-0.1403,TRXJIDE128F930CA25
6693,51.3,4.886,4.24,2.741,2.357,3.167,2.474,2.173,2.024,1.955,2.0,1.918,1.424,-122.2,11.43,1.407,6.032,-0.6899,0.5119,-2.197,1.192,-1.367,0.5824,0.2769,0.8136,-1.038,TRRAKMA128F92F207E
6694,30.5,4.149,2.812,2.552,1.937,1.946,2.039,1.866,1.907,1.783,1.651,1.526,1.374,-131.0,17.0,4.742,5.137,1.627,0.6621,-0.1553,0.0879,-0.1518,-1.044,-1.264,-0.7553,-0.5547,TRCFDET128F92E1AE8
6695,50.26,5.108,4.648,3.685,2.531,2.7,2.427,1.943,1.732,1.667,1.56,1.519,1.326,-107.6,9.64,4.168,1.347,2.337,0.615,-0.2364,1.67,0.5642,0.3138,0.4888,-0.2952,0.2695,TRJQYJI128F933BA09
6696,41.07,7.505,5.497,3.717,4.442,2.792,2.58,2.004,1.693,1.767,1.723,1.77,1.537,-129.3,13.76,1.572,5.4,0.2001,0.2185,0.4832,0.8369,-0.3739,2.004,-1.393,1.018,-1.29,TRRRMJV128E0790E81
6697,37.77,3.132,2.935,2.218,2.046,1.758,1.716,1.637,1.566,1.446,1.407,1.369,1.286,-94.7,7.645,-2.675,3.324,-1.479,0.9523,-0.1306,-0.3879,-0.2074,0.9098,-1.474,0.0305,-0.08386,TRXIFFQ128F9324F6A
6698,53.18,4.44,2.892,2.438,1.694,1.761,1.535,1.469,1.438,1.334,1.344,1.242,1.13,-132.6,20.64,-6.476,4.997,0.3643,3.699,-1.508,1.082,-1.281,0.7553,-0.246,0.7594,-0.635,TRQXPFA128F429BA4A
6699,51.21,7.682,5.237,3.556,2.611,2.421,2.375,2.409,2.417,2.303,2.046,1.757,1.67,-116.0,13.33,1.534,5.746,1.636,0.7554,0.08588,-0.4694,1.095,-0.4363,-0.01058,-0.3683,0.002071,TRVXPDR128F934F36F
6700,28.6,4.114,5.27,3.217,2.594,2.388,2.261,1.749,1.745,1.736,1.664,1.477,1.385,-98.32,8.204,1.425,5.928,0.4201,1.217,-0.7959,0.6434,-1.192,1.147,-1.137,0.5249,-1.081,TRHKBMY128F421A977
6701,36.88,4.424,3.253,2.63,2.598,2.211,2.194,1.821,1.775,1.877,1.747,1.714,1.635,-101.3,9.402,-1.114,4.277,0.906,1.372,0.5903,1.488,0.5893,0.8061,-0.4935,0.6748,0.6417,TRQLSXA12903CC5A57
6702,37.98,6.056,3.301,3.023,3.154,2.542,2.412,2.262,1.837,1.983,1.895,1.837,1.589,-144.1,23.02,-0.4783,6.05,-2.951,0.2266,-1.397,0.1805,-0.8061,1.183,-0.4956,1.688,-0.5253,TRUUBRW128F9329E92
6703,34.21,7.938,5.247,3.897,3.138,2.988,2.86,2.294,1.894,2.063,1.768,1.547,1.401,-110.4,8.245,3.369,3.938,2.181,2.129,-1.175,2.002,-1.21,0.4252,-0.5623,-0.05049,-0.5783,TRKKGIA128E0789BFF
6704,37.47,3.749,4.11,2.497,2.208,2.308,1.733,1.754,2.053,1.675,1.648,1.804,1.845,-113.8,10.89,-4.076,5.647,-1.508,-0.543,-0.7587,2.033,-1.593,2.341,-0.1093,0.01494,-0.7087,TRATJCZ128F427256D
6705,39.66,6.819,5.033,3.627,2.948,2.822,2.644,1.963,2.034,1.934,1.652,1.573,1.446,-99.31,11.18,-0.4973,5.242,0.151,1.0,0.1867,1.876,-0.2605,1.003,-0.4063,-0.5203,-0.1784,TRDQGRU128F42A1B1C
6706,45.86,5.255,5.012,4.475,3.666,3.129,2.651,2.406,2.047,2.228,1.77,1.733,1.503,-141.6,18.86,2.038,5.898,2.765,2.94,-0.2956,1.061,-2.836,-0.9983,-2.741,0.06068,-1.189,TRMZWUC128F425D072
6707,37.33,4.303,3.378,2.795,2.497,1.92,1.951,1.851,1.875,1.824,1.658,1.481,1.491,-121.3,13.65,3.651,3.825,0.304,0.667,-1.318,1.671,-0.2193,1.076,-1.716,0.3073,-1.442,TRMUIEQ128F92DAD0A
6708,45.77,6.798,4.024,3.332,3.168,2.517,2.689,2.293,2.152,1.975,1.892,1.63,1.545,-118.2,9.119,-0.7727,5.453,-1.717,3.666,-0.2671,1.729,-0.5703,1.934,-1.407,0.2915,-1.564,TRXEEJZ128F4275922
6709,37.12,3.882,2.857,2.341,2.048,1.98,1.812,1.639,1.636,1.603,1.338,1.292,1.26,-95.62,7.793,-2.303,4.85,1.521,0.2919,-0.04282,0.4899,0.3815,1.299,-0.8956,0.1155,-0.1026,TRQKEQJ128F93275EB
6710,38.73,5.172,5.888,3.974,3.648,2.959,2.357,1.868,2.212,2.057,1.929,1.581,1.545,-159.8,19.36,1.859,3.416,-0.5497,-2.54,-1.659,0.3757,-1.123,0.4922,0.01165,-0.02713,-0.5854,TRHWQRQ12903CDC197
6711,29.43,5.48,4.43,3.353,2.869,2.74,2.104,1.832,1.878,1.849,1.596,1.496,1.361,-124.4,10.99,0.4884,1.054,0.7515,0.08108,-1.411,0.9947,-1.825,0.6488,-1.388,0.03715,-0.7429,TREQGLN128F4249D07
6712,51.54,5.921,6.221,3.818,3.763,2.415,2.887,2.029,2.431,1.962,2.068,1.946,1.501,-117.9,13.98,-1.827,3.514,-2.909,2.073,-0.9901,1.813,-1.569,1.661,-0.03654,0.9551,-0.8142,TRLDKYY128F4273D2B
6713,52.43,4.943,3.934,2.94,2.507,2.031,1.874,1.618,1.43,1.5,1.377,1.303,1.262,-122.7,13.45,-0.8085,-0.796,-0.8097,-0.005781,-1.773,-1.029,-1.042,0.1904,-0.3351,-0.9038,0.05735,TRQWTCS128F42626CE
6714,41.79,7.538,4.948,3.888,2.712,3.157,2.404,2.101,1.945,1.821,1.789,1.451,1.347,-116.7,10.13,3.528,2.048,1.43,-0.9269,0.2404,0.1011,1.158,0.627,-0.9725,-0.1876,-0.01328,TRWTVTZ12903CA1437
6715,51.99,5.73,4.93,4.225,2.936,2.231,2.118,2.153,1.856,1.967,1.751,1.857,1.66,-142.1,21.35,1.31,0.1682,-0.3534,-0.804,1.57,0.445,0.3454,-1.008,-0.7487,-0.6717,0.1639,TRZJBRY12903CA2DB3
6716,55.78,5.285,6.707,3.707,2.873,3.428,2.394,2.583,2.04,1.847,1.65,1.562,1.342,-104.3,1.951,2.387,2.846,1.008,2.308,-0.8633,1.487,-0.03258,1.574,-0.7773,-0.01558,-0.5296,TRRTJIG128F4284F3C
6717,43.91,6.256,4.356,2.585,2.912,2.357,2.25,1.732,1.603,1.666,1.634,1.458,1.314,-120.0,16.59,-4.527,5.368,-0.05969,1.698,-1.876,0.5712,-1.27,1.152,-1.894,0.1086,-1.334,TRCXSZS128F425F662
6718,57.38,5.225,4.61,3.338,2.641,2.479,2.095,1.802,1.672,1.806,1.528,1.499,1.241,-110.3,5.29,1.986,2.957,0.5315,1.613,-0.9116,2.191,-0.03131,2.478,-0.2273,0.6077,-0.6253,TRBCTEQ128F145231B
6719,41.84,6.618,6.276,4.259,3.379,3.217,2.657,2.359,2.443,2.044,2.203,1.95,1.607,-140.5,9.944,5.004,4.404,0.9081,1.725,0.4932,0.7687,-0.3837,0.7913,-0.6645,0.1803,-0.5315,TRDZAPU12903CAF2D4
6720,36.92,7.584,5.021,2.3,2.081,1.989,1.798,1.608,1.619,1.528,1.379,1.339,1.277,-134.7,20.12,5.966,0.6333,-0.3769,2.503,-1.005,0.07279,-0.3836,0.3744,-0.2127,0.4857,-0.4664,TRVQLKJ128F93158DD
6721,40.77,6.072,5.546,3.056,2.449,2.352,1.977,1.658,2.068,1.758,1.662,1.57,1.505,-133.9,15.79,0.3957,3.931,-0.2703,0.2196,-0.7437,1.482,-1.391,1.833,-0.2622,-0.345,-0.3377,TRSVMRQ12903CF6480
6722,33.48,4.923,3.292,3.004,2.408,2.15,2.011,1.771,1.728,1.664,1.522,1.458,1.328,-94.26,8.17,1.108,4.082,-0.3917,1.974,-0.7208,1.894,-1.065,1.225,-0.5876,0.7622,-0.6228,TRWPIKM128F1494545
6723,35.91,5.144,3.584,2.524,2.841,2.249,1.847,1.714,1.886,1.928,1.957,1.707,1.618,-147.5,14.72,-8.266,4.315,-3.692,-1.295,-1.068,-1.604,-0.3192,-1.64,1.304,-0.6876,0.0795,TRYNCGC128F933EBDA
6724,38.56,5.764,5.331,3.037,2.448,2.224,2.127,1.822,1.746,1.598,1.665,1.627,1.394,-113.2,8.244,2.972,3.093,0.6928,1.06,-1.098,0.2746,0.05938,0.918,-1.027,-0.3857,-0.5532,TRDVZBR128F9339330
6725,51.79,5.002,3.633,3.232,2.673,2.526,2.361,1.859,1.993,1.927,2.027,2.093,1.72,-105.5,12.47,-7.522,3.846,-2.028,1.736,-1.802,-0.2711,-0.8261,1.308,-2.839,0.1956,-0.905,TRSLCRY128F4276E0B
6726,39.7,8.805,5.227,4.337,2.659,3.044,2.224,2.128,2.132,1.831,1.648,1.667,1.358,-139.9,17.86,0.6204,1.031,0.9126,5.684,1.281,0.6402,-0.8084,1.975,0.202,0.7264,-0.5473,TRZKMBW128F92D1DE6
6727,34.02,3.422,2.386,2.263,2.141,2.093,2.299,1.974,1.762,1.863,1.6,1.525,1.412,-108.9,13.01,0.2589,8.454,-1.913,3.247,-0.2201,1.703,-0.8569,0.963,0.433,1.073,0.1637,TRQTVWK128F422C301
6728,34.34,3.485,4.764,3.293,2.233,1.838,1.679,1.526,1.442,1.641,1.468,1.299,1.308,-136.8,22.09,-0.08845,1.599,-3.468,2.968,-3.04,0.7176,-3.005,1.268,-1.054,0.0782,-1.369,TRDAPQZ128F145F4C7
6729,39.5,7.487,4.976,3.562,3.29,2.084,2.495,2.096,1.916,2.354,2.087,1.595,1.632,-115.5,16.86,-3.144,0.7757,-2.311,0.6342,-3.792,1.58,-1.946,-0.6041,-1.313,0.5544,-0.7881,TRYHPPN128F4229159
6730,42.51,4.188,4.606,4.042,2.22,2.606,2.678,2.207,2.216,2.315,2.445,2.097,2.233,-145.2,19.04,-8.976,3.678,-3.558,1.37,0.2085,0.8756,-1.013,0.6753,-0.2695,0.9966,-0.5601,TRPELCB12903CD5EC2
6731,58.0,4.576,2.901,2.509,3.087,2.737,2.454,1.788,2.054,2.37,2.584,2.334,1.759,-162.6,24.72,4.184,2.154,2.285,-2.457,1.374,-0.7966,-0.1434,0.3391,-2.752,2.848,-2.348,TRAJGDN128F1453AC3
6732,39.55,6.855,4.456,2.714,2.44,2.578,2.098,2.066,1.923,2.115,1.837,1.85,1.876,-133.3,24.87,-1.758,4.588,-1.201,1.034,-1.249,-0.4911,-2.168,0.7418,-0.8392,0.7677,-0.1708,TRVITND128F92F820A
6733,49.03,6.281,5.781,3.617,3.99,2.836,3.391,2.111,2.039,1.786,1.673,1.657,1.548,-112.6,9.762,1.202,3.136,-1.689,1.423,-3.005,2.116,0.7213,0.614,0.4323,0.2791,0.09628,TRWKVRA128F429E697
6734,59.87,4.239,5.288,4.332,3.916,2.921,2.296,2.427,2.122,2.004,2.444,1.698,1.89,-162.1,21.68,-8.539,6.734,1.337,-2.497,-0.763,-0.8661,-1.623,0.07422,-0.4211,-0.7669,0.2767,TRYUCAW128F426DFFE
6735,52.05,4.086,3.084,3.029,2.151,2.159,2.022,1.8,1.732,1.709,1.558,1.346,1.246,-96.94,12.31,0.4507,3.013,-0.4741,0.4506,0.4388,-0.2882,0.3588,0.4907,-0.8332,-0.1777,-0.7297,TROVBBP128F930B49A
6736,39.61,4.684,3.496,2.936,2.407,2.032,1.907,1.838,1.773,1.711,1.588,1.421,1.247,-93.21,5.026,-0.006618,4.387,-0.6857,0.09229,-0.4584,-0.7653,0.2322,0.4492,0.2727,-0.1136,0.1755,TRZJVVA128F92E5589
6737,26.4,3.338,2.153,2.192,1.9,1.931,1.652,1.631,1.662,1.559,1.436,1.335,1.186,-114.2,16.8,-1.718,11.78,-6.086,3.433,-2.769,-0.7022,-0.8302,1.653,-1.689,0.4353,-0.4422,TRUJKMJ128F422087F
6738,39.77,8.222,8.384,5.394,3.944,3.481,3.093,2.368,2.161,2.282,1.743,1.587,1.491,-162.3,15.64,-6.89,2.886,1.287,0.09853,-2.508,1.363,-1.164,0.4882,-0.3858,0.1097,-1.27,TRXGPKT128F92D0990
6739,54.3,4.041,4.331,3.447,2.559,2.384,2.095,1.712,1.797,1.877,1.63,1.622,1.397,-92.02,-3.696,3.551,2.918,0.7212,0.2168,-0.5035,1.433,0.2563,-0.04835,0.2119,0.1265,0.1022,TRLKLCJ128F42A6211
6740,33.72,4.443,6.42,3.487,2.659,2.598,2.228,2.119,2.148,1.893,1.971,1.757,1.576,-160.5,28.16,-11.35,2.501,-4.667,-1.171,-3.178,-0.3205,-2.523,0.8179,-1.136,-0.04868,-1.545,TRBJXVP128F42973C4
6741,42.78,5.924,4.436,3.023,2.652,2.23,2.166,2.248,2.4,2.315,1.769,1.912,1.443,-133.8,20.91,-1.082,3.045,-0.1139,-0.1256,-0.3507,0.93,-2.169,1.851,0.829,-0.55,0.05756,TRQOPTW12903CB271A
6742,61.38,8.269,9.489,4.515,3.309,2.727,2.754,1.912,1.701,1.78,1.698,1.701,1.523,-153.4,17.5,-1.364,2.339,-0.9745,-1.223,-1.603,1.143,0.1805,1.065,-0.02345,0.5558,-0.3545,TRBFRTO128F931D66F
6743,32.43,5.766,2.899,2.601,2.051,1.912,2.07,1.751,1.74,1.65,1.431,1.509,1.589,-129.3,16.55,2.14,2.418,2.078,0.1106,0.1343,1.372,-2.36,-1.423,0.1568,-0.7212,-2.214,TRMSKTF128F930E9FA
6744,45.65,4.038,2.644,2.234,1.721,1.925,2.11,1.626,1.473,1.44,1.5,1.471,1.225,-147.3,22.25,-9.372,-1.926,-0.9643,-1.988,-2.805,-0.01965,-0.9381,0.1895,-1.324,-0.2347,-2.475,TRWBAVI128F424B26D
6745,36.33,5.039,5.373,4.337,3.19,2.56,3.024,1.867,2.427,2.213,2.116,1.641,1.597,-127.3,22.04,-6.463,3.42,-7.51,0.6859,-1.81,-1.409,-2.875,1.217,-3.194,0.06116,-2.116,TRSJYWG128F429BFAF
6746,36.25,7.568,5.111,3.62,2.598,2.434,2.415,2.019,2.263,2.047,1.709,1.6,1.527,-111.7,21.59,-0.8522,4.216,-0.5879,1.21,-2.607,2.483,-1.529,1.751,-1.742,1.427,-0.7487,TRTOMRQ128F423221D
6747,42.84,3.663,4.215,2.431,2.031,1.821,1.617,1.63,1.757,1.472,1.558,1.673,1.415,-110.8,5.903,1.362,3.927,-0.02667,0.8659,0.3685,0.8532,0.6541,1.578,-0.4121,-0.2006,-0.6299,TRIDHAN128F9308B40
6748,33.19,9.069,6.448,4.614,3.183,3.153,2.912,2.142,2.208,2.159,1.894,1.752,1.545,-107.3,10.1,7.39,5.377,3.369,0.7873,-0.04684,0.6003,-0.8791,-0.03004,-0.01375,-0.4722,0.1496,TRXUZGZ128F92F29D4
6749,40.33,6.868,8.022,4.26,3.563,3.466,2.496,2.225,2.271,2.303,1.896,1.861,1.566,-151.1,25.98,-7.23,5.147,0.7361,-2.02,-2.74,-0.8768,-2.701,1.135,-0.9006,-1.103,-1.505,TRPMZZR12903C924F7
6750,48.63,4.749,3.878,3.375,2.436,2.634,2.075,1.894,1.826,1.768,1.584,1.506,1.379,-96.83,10.48,-1.758,3.557,1.664,-1.026,-1.291,0.6064,0.07932,0.9578,-0.8638,0.4339,-0.6961,TRFGSRN128F92EE967
6751,37.05,9.928,6.478,3.942,3.408,2.812,2.467,2.397,2.209,1.914,1.784,1.904,1.764,-124.5,15.44,-0.1051,2.173,-0.7945,1.33,-0.6627,0.8267,-1.048,1.367,-0.07642,0.4299,-1.371,TRLOMYZ128F92D1B8E
6752,39.8,4.959,6.686,3.145,2.757,2.122,1.98,1.946,2.105,1.917,1.857,1.888,1.834,-123.0,10.52,2.267,5.302,1.332,1.1,-0.4455,1.065,-0.2246,0.8194,-0.7,0.05401,-0.7055,TRWBARB128F932CE3D
6753,52.13,5.478,3.874,2.899,2.261,1.896,1.832,1.686,1.725,1.647,1.594,1.426,1.317,-122.3,8.218,6.514,2.602,0.8521,0.6761,-0.3189,0.7814,-0.9088,1.145,-0.7639,0.1272,0.102,TRJCOZJ128F9334E97
6754,30.05,5.357,3.419,3.556,2.428,2.199,2.01,1.767,1.732,1.6,1.614,1.503,1.36,-100.7,10.15,-1.109,4.919,-1.032,2.383,-0.9356,2.291,-0.2195,2.032,-1.09,0.1374,-1.172,TRUUYBY128F4213B9F
6755,55.61,5.076,4.114,2.878,2.195,2.159,1.687,1.943,1.743,1.742,1.63,1.723,1.525,-164.3,23.99,2.674,-0.05263,-1.679,-0.4988,-1.051,-0.5355,-2.378,-0.03341,-1.105,-0.8211,-1.373,TRBPBEI128F42AFEE5
6756,39.17,5.59,4.306,3.151,2.003,2.073,1.897,2.004,2.091,1.924,1.702,1.541,1.379,-134.0,16.77,-0.7513,2.744,2.007,-1.542,-1.171,-1.335,-0.2174,0.5726,-0.2666,0.8597,0.4138,TRVUUGA128F9321438
6757,46.9,4.93,8.201,3.891,3.022,2.371,2.682,2.77,1.802,1.681,2.645,1.536,1.375,-121.7,12.41,-2.638,2.787,0.3075,2.36,-1.71,0.46,0.4238,1.706,-2.096,-0.9621,-1.135,TRLYOMS128E07823D2
6758,56.33,4.007,5.784,3.299,3.052,3.118,2.54,2.16,2.072,2.124,1.834,1.737,1.8,-120.5,10.71,-7.062,3.655,1.191,0.5344,-1.03,1.036,-0.2644,1.127,0.009931,0.241,-0.1704,TRFKRNV128F93275F7
6759,54.3,6.589,5.948,3.671,3.912,2.837,2.434,2.435,2.773,1.929,1.812,1.873,1.591,-132.3,19.82,0.5118,2.412,3.708,-1.874,-0.1935,0.293,-2.623,-0.1948,0.4206,-0.9038,0.4624,TRHZCAL128F42AD1F1
6760,34.2,3.877,3.762,2.527,2.28,2.201,1.858,1.619,1.611,1.836,1.664,1.398,1.345,-119.2,25.84,-11.42,6.292,-0.4042,-0.3926,0.4409,-1.016,-0.3429,-0.285,-1.307,1.568,-1.537,TRPPBBW128F146CC29
6761,38.58,4.779,3.971,2.846,2.536,2.157,2.142,1.794,1.809,1.614,1.546,1.421,1.306,-90.27,7.652,-2.834,2.627,-1.083,0.9251,-0.8855,1.182,-1.19,0.7039,-1.465,0.2781,-0.8774,TRFHNTH128F92F21E8
6762,36.77,5.685,5.622,3.783,3.472,2.79,2.697,2.048,2.291,2.333,1.93,1.925,1.568,-141.5,23.75,-2.603,1.238,-3.78,-0.5308,-1.799,1.017,-3.303,1.14,-2.225,-0.1596,-1.004,TRNTORS128F429B234
6763,60.8,6.897,4.785,4.539,3.464,2.935,2.725,2.04,1.827,2.231,1.777,1.509,1.367,-123.6,9.328,-1.329,5.451,-1.026,1.466,0.3634,1.016,-1.348,2.845,-0.6014,1.131,-0.5345,TRSVEYM128F42864E5
6764,38.05,4.763,3.762,3.195,2.206,2.5,1.898,1.886,1.812,1.721,1.621,1.735,1.571,-97.18,10.05,0.7807,5.365,-0.1375,2.16,-1.026,-0.9731,-0.5912,0.6193,-0.7402,-0.2764,-0.9767,TREAOQA12903CF1AB5
6765,40.38,7.677,4.609,3.574,2.81,2.442,2.305,1.846,1.97,1.919,1.719,1.544,1.413,-124.3,13.26,3.491,4.552,-0.1671,0.7578,-0.7514,0.8126,-0.01462,1.0,-0.7926,0.9448,-0.9608,TRTHXUS128F92EFE2C
6766,63.82,6.723,4.323,2.765,2.754,2.064,1.848,1.593,1.715,1.579,1.406,1.444,1.318,-141.3,6.704,6.329,3.833,1.024,1.848,0.9791,0.6023,-1.203,0.438,-0.05737,-0.2864,0.2503,TRQXVZX12903CC032A
6767,40.74,6.61,4.777,3.186,2.807,2.38,2.252,2.248,2.126,1.956,1.794,1.73,1.557,-155.6,18.5,1.216,6.731,-0.9895,-0.828,-3.234,-0.3725,-0.07522,0.8849,-1.162,-0.3736,-1.127,TRBDQMI128F92DBF36
6768,34.74,6.109,4.116,2.779,2.657,2.913,2.402,2.043,2.086,2.014,1.799,1.646,1.569,-133.1,20.22,1.85,2.881,0.6749,-1.334,-1.557,-1.069,-2.234,1.162,-2.407,0.3993,-1.488,TRWHFKD128F421A24E
6769,49.25,6.937,4.074,2.924,2.409,2.071,1.944,2.041,1.841,1.672,1.642,1.451,1.387,-124.1,13.8,8.549,3.091,0.4777,3.485,-2.517,2.167,-2.888,1.511,-0.9999,0.2724,-0.3802,TRQGMXI128F4228411
6770,48.94,2.93,2.756,2.664,1.987,2.724,2.051,1.954,1.939,1.76,1.76,1.618,1.234,-84.9,6.415,-1.827,1.434,-1.02,2.881,-0.8143,2.68,0.6641,0.6257,-0.5255,0.4988,-0.7201,TRMHBEQ12903CB488E
6771,57.15,8.405,4.407,4.479,3.153,2.736,2.511,2.267,2.29,2.401,1.686,1.739,1.549,-114.9,5.821,5.71,4.145,0.5425,1.924,-2.631,3.039,-1.25,2.696,-0.6207,0.5679,-0.9809,TRDGMAI128F4285D7B
6772,37.62,4.463,4.937,3.731,2.654,2.558,2.318,2.371,2.173,1.581,1.81,1.56,1.671,-106.1,11.0,2.706,-0.4472,0.3611,1.928,2.686,2.155,0.6517,1.781,-0.1497,-0.2255,0.3593,TRHDBVU128F92D0DD7
6773,58.11,4.334,3.327,3.066,3.054,2.03,1.932,1.797,1.732,1.9,1.768,1.604,1.688,-182.3,33.45,-3.446,0.2206,0.08038,-2.13,-0.5459,-0.08804,-0.4593,-0.5558,0.3687,0.01952,-0.0995,TRRKLYH128F428B64F
6774,55.62,9.702,5.766,4.687,4.051,2.632,2.311,1.928,1.933,2.255,1.809,1.594,1.54,-124.6,19.3,-0.2828,3.737,0.1496,0.2445,-2.173,0.5183,-1.073,-0.5049,-0.9047,0.242,-0.6808,TRYLCMO128F427B928
6775,42.74,5.915,4.286,3.234,2.465,2.732,2.634,2.064,1.842,1.685,1.565,1.61,1.591,-111.7,18.54,-1.527,4.565,-3.939,-0.4024,-0.0932,-0.7216,0.1502,1.029,-0.9481,0.3397,-1.109,TRBCVPD12903CECBE8
6776,96.77,5.069,3.936,2.915,2.434,2.262,2.014,1.752,1.694,1.797,1.559,1.475,1.315,-100.9,5.377,1.855,2.219,0.7907,1.663,-0.3519,0.941,-0.5948,0.6099,-0.601,0.05794,-0.6667,TRAQPWZ128F9333FF8
6777,49.39,6.255,6.54,4.378,2.662,3.447,2.39,2.288,2.031,1.778,1.707,1.705,1.403,-117.8,17.27,4.876,4.556,0.7552,1.654,-1.111,0.04107,-0.9235,1.389,-0.9584,0.5022,-1.069,TRGUAPN128F4293DE4
6778,51.94,5.49,4.414,2.889,2.429,2.535,2.645,1.839,2.081,1.919,1.739,1.505,1.24,-118.1,9.011,3.422,2.286,1.286,1.865,-1.254,2.316,-0.8128,1.853,1.058,1.31,0.01791,TRRLEAZ128F934168F
6779,36.2,4.6,3.09,2.725,2.274,2.403,1.884,1.786,1.634,1.601,1.552,1.415,1.31,-151.7,31.0,1.8,5.632,0.5029,1.813,-0.3039,0.2881,-0.9459,0.5778,-1.128,0.0228,-0.6034,TRYMEBX128F9337630
6780,31.74,4.529,3.071,2.799,2.126,2.169,2.084,1.636,1.606,1.515,1.578,1.516,1.534,-89.88,9.972,-2.4,3.179,0.2545,1.309,0.727,1.825,0.117,0.8478,-0.5743,-0.08687,0.03822,TREJDBR128F931F6C5
6781,32.84,5.499,4.021,2.456,2.215,2.124,1.978,1.646,1.674,1.625,1.793,1.491,1.32,-103.4,14.31,0.3658,2.804,-1.194,0.3362,-0.8566,0.5554,-0.3856,1.195,-0.2504,0.371,-0.8057,TRIPZDO128F92FE016
6782,48.81,5.167,3.843,3.844,3.499,2.874,2.872,2.288,2.265,2.249,1.923,1.63,1.456,-131.7,14.13,-4.744,5.62,-3.221,3.775,-1.102,1.801,-0.07922,0.2511,0.5229,-0.3843,0.5426,TRTTAJU128F933656E
6783,39.04,5.92,5.054,3.517,2.72,2.292,2.228,1.791,1.922,1.73,1.565,1.537,1.323,-126.6,16.35,0.5457,4.353,1.266,0.2227,-1.853,1.052,0.1564,1.11,-0.6021,-0.3193,-0.3874,TRTGPRY128F935397A
6784,62.11,5.508,6.748,4.04,2.676,4.497,4.068,2.437,2.351,1.752,2.524,1.95,2.018,-150.4,18.28,3.277,1.101,2.878,-2.632,3.26,-2.526,-0.3375,0.659,-1.377,0.27,-1.329,TRARDVG12903CC4726
6785,54.11,4.858,3.843,2.685,2.675,2.303,2.076,1.846,1.689,1.64,1.678,1.356,1.276,-97.17,5.662,3.651,5.076,2.597,0.749,-0.7258,0.5047,0.1623,0.4246,0.5223,0.0595,0.09132,TROWLYK128F93480B2
6786,46.68,7.59,4.503,3.761,3.136,2.739,2.503,2.314,1.899,1.892,1.713,1.544,1.485,-108.8,13.79,2.989,2.876,-0.8261,-0.2119,0.1729,1.392,-0.5852,1.149,0.1646,0.7524,-0.9779,TRIOKDQ128F425777C
